category,text
News,"""rt @journalior: the mystery of malaysia airlines why was/ is the search for it so complex? some explanations to be found in """
Query,"""please hire me @singaporeair T_URL """
Rant,"""...sat separately on a 8 hour flight with archie! and now have said they cannot change it back! shocking service @british_airways """
Others,"""@clairerdxb @heathrowairport @british_airways yes - all in t5. """
News,"""british airways making window free aeroplanes T_URL """
News,"""edreams has a pulse again as iberia, british airways restore flights: javier p_rez-tenessa, founder and ceo of... T_URL """
Rant,"""@british_airways still waiting for a phonecall from julie lee... 6 days from complaint. how far would you like to take this? """
News,"""@british_airways a319 g-eupa (golden dove livery) taking off at manchester airport T_URL """
News,"""2 boys first to sue government, malaysia airlines over flight 370 - T_URL via T_URL """
Others,"""@jud9e emulate singapore airlines too, please """
News,"""@british_airways expanding london-tel aviv service T_URL T_URL """
News,"""british airways new destination to in 2015 T_URL """
News,"""malaysia airlines sees first lawsuit on missing flight mh370 T_URL more on T_URL """
Rant,"""@british_airways pls ask mr petet lee to be courteous with customers esp women! """
Rant,"""this british airways agent___�__�"""
Rave,"""the british airways commercial that went viral, re: a son and his mother in india, is playing now. not going to spoil. @jonmac_ba """
Rave,"""@british_airways can_____t check-in online as apparently my booking can_____t be found. great start so far. """
Rave,"""the absolute height of professionalism in the industry. nothing can match them... @british_airways T_URL """
News,"""skills n phoro editing! @marklakinphoto @songschool @indiemusicon @british_airways 2011 workshop T_URL """
News,"""the best flight of my life: singapore airlines suites lax-nrt (los angeles to tokyo) T_URL T_URL """
Rave,"""@british_airways is the new gate for prague permanent? unexpected and pleasant surprise there is no bus to the plane. still my fave!thanks! """
Others,"""british airways introduces a380 to singapore T_URL """
Rave,"""@mas still, no contact assistance from anyone.we are stuck in the hotel we gave as address on mas lost form&amp; no idea from mas where bag is """
Query,"""@british_airways on final leg from &amp; now on lhr ba11 34a to i will be turning the big 3-0 mid flight - any chance of upgrade? """
News,"""singapore airlines raises s$2.5m for community chest - channel news asia T_URL """
Rave,"""@british_airways 90 years you have ruled the indian skies, cheers to british airways """
News,"""british airways adds flight to tobago T_URL """
Ads,"""malaysia airlines renames bucket list promotion """
Rave,"""@rootikitty i know many hate them but @british_airways has always treated me well. may you arrive early and refreshed. """
Rave,"""@british_airways i would if i could but it (twatter) wont let me ! """
News,"""hollister donne via singapore to sydney - hollister donne via singapore to___sydney british airways direct... T_URL """
Others,"""@swiftmesser singapore airlines charity run """
News,"""two boys sue malaysia airlines over flight mh370 T_URL two malaysian teenage boys sued malaysia airlines and the gover... """
Rave,"""@british_airways haha no luckily the staff were efficient! """
Query,"""@british_airways hi, i cannot reply to your dm as you are not following me thks """
Others,"""hipsters is the cause of global warming and the disappearance of malaysia airlines flight 370, obama hides these fact """
Others,"""@british_airways oldest @boeing was retired today after entering service in 1989. g-bnle final flight was from @flysfo """
News,"""malaysia airlines has a bone to pick with the lawyer who says compensation for mh17 ...: malaysia ... T_URL """
Ads,"""@british_airways loads of childhood memories with uk, hope to win tickets to uk. """
Rant,"""@british_airways how can it take 6-8 weeks to get a response on a complaint? such poor customer from the start! """
Others,"""@badastronomer british airways hot dogs! ____ """
Ads,"""rt @anujprajapati11: join @british_airways for campaign """
Others,"""@singaporeair: the destination by @lonelyplanet's best in travel 2015! T_URL congrats! """""
News,"""g-awnf in 1999. british airways 747-136. built in 71 T_URL T_URL """
Rant,"""so help me if @united makes me check the bag that @singaporeair &amp; @thaiairways let me take on, that will be the end of our relationship. """
News,"""rt @abraxasvideo: cathay pacific celebrates 40 years of non-stop flying to australia T_URL """
News,"""flying @cathaypacific during dec 2014? if so, you can watch more than a race that is screening on all flights T_URL """
Rant,"""@british_airways day two still waiting for baggage to arrive from t5 heathrow. """
Ads,"""rt @towersight: i love rien i'm parisien"" -) ""paris / new york magical cities"".. great ad. for british openskies / @british_airways T_URL """""
Rave,"""@mbeevor @british_airways i_____ve had a few of those recently. love them """
Rant,"""@slboot @british_airways 2 weeks without your bags!!? global premium airline?! i think not! """
Others,"""_____@lareclame: british airways compare paris et new york dans un timelapse T_URL T_URL """
Feedback,"""got sorted when helpline opened at 6am. you might consider a 24 hour helpline for emergencies? @british_airways """
News,""" mh370: and accused of a cover-up T_URL &lt;&lt;&lt; via @examinercom / """
Others,"""@british_airways @visitphilly _______ live _____ @efactoryphilly @tlaphilly @milkboyphilly @uniontransfer @tinangelphl @undrgroundarts @kimmelcenter """
Rant,"""@british_airways also do u have a customer services as your indian call centre is rubbish ! """
Rave,"""waiting to board flight home for my birthday party - so excited. T_URL """
Rave,"""bartending for british airways crews is always an experience. they really love the gin for some reason lol """
Others,"""rt @songpianist: our winterreise (@roseandfriends @markstonesinger) has been chosen by @british_airways for long haul flights in jan! look ____ """
Rant,"""rt @slboot: yes i have!_____@british_airways: we still do not have an update. sorry sarah, we know you have been waiting too long to be reunited w____ """
Others,"""@nalisaaa: these people need to get punched by the throat. T_URL @mas saman mereka """""
Ads,"""dwidayatour special offer best fare from cathay pacific T_URL """
Rave,"""@cathaypacific love the logo """
Others,"""@virginatlantic @british_airways amazing shot taken by @m11nal departing anu to lgw on vs on 24 october 2014! ____________________________ T_URL """
Rave,"""@lozzaeh singapore airlines were so much better jfc the service was to die for. """
News,"""nice cover piece by @iansanders on 4 entrepreneurs in T_URL via @british_airways """
Rant,"""@british_airways so, we sorted that out via dm, but its another week and still nothing? do i really have to resort to shouting at someone """
News,"""malaysia airlines has lost contact of mh17 from amsterdam. the last known position was over ukrainian airspace. more details to follow. """
Ads,"""share your best moments with @british_airways &amp; get a chance to win free air tickets to london ... """
Rave,"""rt @denysejulien: impressive going, great opportunity for our researchers! british airways boeing 737 lands at cranfield university T_URL """
Rave,"""starting to regret booking with @british_airways , so far the customer service is terrible. """
News,"""rt @aseanations: malaysia airlines passenger loses her child after emergency stop in bali - daily mail T_URL """
Urgent,"""@british_airways some respons would be nice... tracing website give me always error when i fill in my reference number... """
Others,"""experience with british airways T_URL """
Lead,"""@emiratessupport dont fly with @emirates go with @british_airways """
News,""" news children sue malaysia airlines 8 months after losing dad on missing mh370 plane T_URL from @mashable """
Rant,"""@british_airways you have now lost my luggage - what a crap experience i will never fly with you again """
Others,"""wrapup 3-new ping signals spark confidence in malaysia airlines search """
Ads,"""hey friends do not miiss the chance of winning free air tickets to london share your celebrations pics to @british_airways """
Rant,"""@mas do notice this bunch of disrespectful people T_URL """
Query,"""hi @british_airways - what is the best contact for a complaint re @heathrowairport? been 3 times this month, delays every time, now bag stuck """
Others,"""sq324 singapore airlines boeing 777 (9v-svm) departing to changi, via T_URL nobody@flickr.com... T_URL """
Rave,"""@joshguna think of a marriage between the singapore airlines girl and the darling army boy """
News,"""@british_airways my happiest moment of lifetime in singapore to watch f1 night race live T_URL """
News,"""tips on how to prepare for sia cabin crew interview. T_URL T_URL """
Ads,"""british airways expands its winter offering T_URL """
Others,"""today is halloween and the front of the @british_airways a320 says uul. there is no ana, only uul."" """""
Others,"""looking for some fun with a @ldn @arsenal @british_airways call now xxx """
News,"""i really love flight especially cathay pacific! but this is thai airways @____ T_URL """
Others,"""rt @popspoken: [new post] what it_____s like to fly the @british_airways_____ airbus___a380 ________ T_URL """
Rant,"""@british_airways @hellopetercom fat slob passengers should pay for 2 seats on a flight. to sit next to one is uncomfortable and disgusting! """
News,"""rt @newskyknight: malaysia airlines flight mh17: the untold story: three months after malaysia airlines flight mh17 was violentl... T_URL """
News,"""rt @scootywaali: ukraine not answering queries on mh17: the ukraine has not replied to a single query on malaysia airlines flig... T_URL """
Rave,"""@british_airways not liking being off my flight due to you overselling seats - i'd like to get to nice before midnight please """
Feedback,"""@british_airways i suggest either disabling the link or putting a customer friendly message to state its not working____expectations are all! """
News,"""rt @flyertalk: .@cathaypacific readies 'brand refresh' T_URL """
Rant,"""malaysia airlines ready to crash the party"" do you even have a brain? """""
Rant,"""@british_airways your information desk tells me you are missing a first officer. what kind of show are you running? """
Ads,"""@abbysummerville T_NEG_EMO _____@british_airways: first &amp; business class flights and holidays on sale now. book by 12 no """""
Rave,"""interesting.. british airways to offer playlists curated to match in-flight meals___ - T_URL """
News,"""wish i was there: what it is like to fly the $23,000 singapore airlines suites class T_URL """
Others,"""@martinpacker @roberthayden well, a good *old* @british_airways a319 in this case. and yes, was just told to bring it back up T_POS_EMO """
News,"""the painting of malaysia airlines retro jet - T_URL """
Rant,"""beware of 'black mark on backseat' scam when using @british_airways avios miles for car hire with @avis in dubai. second time they have tried. """
News,"""cathay pacific's brand refresh 2014 - T_URL via @onemileatatime T_URL """
News,"""the food capital of india, mumbai delights the tastebuds. @british_airways takes a culinary tour of this vibrant city T_URL """
Rant,"""@british_airways @haackeron your talking absolute rubbish. tried to reserve seats on flight from st lucia to gatwick on 1st nov all booked """
News,"""malaysia airlines flight mh17: dutch repatriation ceremony honours more victims - cbc.ca """
News,"""@british_airways childhood memories spent with my family in uk. 30-35 years ago @fordyce_chris T_URL """
Rave,"""@british_airways congrats again to the beautiful ba family for giving us high class flying experience for 90 years T_URL """
Urgent,"""hi @british_airways.i had a ticket booked on ba198 (bom to lhr) for 3rd nov which was delayed. my contact details have been taken. contd.. """
News,"""rt @telegraphstream: mh370 search _____bigger than tokyo_____: almost eight months after malaysia airlines flight mh370 disappeared, invest... T_URL """
Rave,"""rt @bondhu_bongo: @british_airways cheers &amp; looking forward to more such moments """
Rave,"""@british_airways shoddy that inflight ent not working on ba282 from lax but crew were polite and good humoured dealing with us grumpy folk """
Rant,"""what is the point of calling me and leaving a voicemail without giving me your number? how should i call you back???? @singaporeair """
Ads,"""ads for @singaporeair girl do not show her getting ipad i left on flight from barcelona before i get on flight to brisbane. super people! """
News,"""til that an ukraine fighter plane was flying very close to the mh17 malasyan flight. us did not report it and refuse____ T_URL """
News,"""malaysia airlines sued by 2 boys over flight 370 T_URL via @newsrepublic """
Rant,"""@british_airways cancel our flight booked for july 2015 and ruin our family holiday.no apology.offer of a flight 2 days prior is ridiculous """
News,"""rt @mh370news: interview: malaysia airlines the unanswered questions T_URL """
Urgent,"""@british_airways take up the case on priority. next travel scheduled soon, want to decide what to do. T_URL """
News,"""video: @british_airways' transformed with 4d projection T_URL h/t @airbus """
Others,"""@thepinkponce @british_airways it is a favourite son _______ """
Rant,""" stuck in india with no information on how i am getting home absolute rubbish communication @british_airways """
News,"""today sun-air &amp; @british_airways launch routes to hamburg &amp; dublin, to book flights visit T_URL T_URL """
News,"""'water dreaming' one of @british_airways ' world tails captured in stunning detail at man by jid: T_URL """
Ads,"""club world: british airways 747-436. lhr-jfk thanks for watching T_POS_EMO T_URL """
News,"""the meeting of the international joint investigative team on the investigation into _____malaysia airlines_�airplane crash has been held """
Rave,"""@paigeubank @british_airways i got some biscuits so all was well! """
Rave,"""@british_airways also believe the rules have changed &amp; i can now successfully litigate to claim compensation so i will do so in due course. """
Rave,"""@british_airways seems more lhr issue than ba issue. credit to your pilot who came out and explained the delay. more of that pls! """
Query,"""contrary to the claim, new cathay pacific looks more western, more european. can it challenge singapore airlines? T_URL """
News,"""rt @ausbt: cathay pacific logo: old vs new T_URL T_URL """
Rave,"""@british_airways well what do you know. i'm back for another ba flight. this time gla &gt; lhr. """
Rave,"""@british_airways never fail to let me down_______ __________ """
Rave,"""@madlounem thks for following, glad you liked the british airways clip too """
Rant,"""@british_airways stephen that was not the point i was making to tbh. it is only a courtesy to let people know . """
Rant,"""wife has a fear of flying. poorly trained and unprofessional attitude from @british_airways cabin crew not helping. """
Query,"""@guvnorpodz @richardwgordon @british_airways whats new about this a320 """
News,"""rt @grbraithwaite: british airways delivers a new cranfield facility | airports international T_URL """
News,"""speculations are real; first logo change in 20 years for @cathaypacific ! T_URL """
Rant,"""@british_airways so you are saying that you are lying in the image? @filip """
Rave,"""did you know @mas has crashed two airplanes in the last year and i would choose them over @delta in a heartbeat """
Others,"""iberia and british airways return to sell their tickets in edreams in spain T_URL T_URL """
News,"""post from @jayneytravels on first time flying first class with british airways T_URL """
Query,"""@cathaypacific thx roni, i cannot tell even after payment. what does each code (letter?) mean please? """
Ads,"""guys participate the super contest and be the lucky winner on a flight with @british_airways to london! @omarazamii """
News,"""@willhide beginning march 2015, there will be 4 flights daily along with british airways. we hope one of the schedules works for you. """
News,"""malaysia airlines needs to fix image - sky news australia """
News,"""rt @aviation_news_: two boys sue malaysia airlines: ____ aboard malaysia airlines flight 370 they are su... T_URL """
Rant,"""@singaporeair no reply, no dm, no email. shows just how much singaporeair really cares about there customers, what do you care, nothing!!!!! """
News,""" malaysia airlines sued by 2 boys over flight 370: two malaysian teenage boys on frid... T_URL via .@thenewshype """
Rant,"""@british_airways you cannot transfer ticket to another fam memb but you can cancel and rebook for __500 disgrace """
Others,"""i have a feeling that mindfulness meditation and lavender will be needed today @british_airways and council """
Rant,"""@british_airways just got an email about where a 20% aviod bonus might take me- certainly not to your dept, that_____s for sure.. """
Rave,"""very excited to be heading to today @mas @dannalangkawi @verypcc T_URL """
Rave,"""@british_airways arrived from nce at t5 - printed b.pass for bfs for sunday but message to visit a passport / visa check desk """
Feedback,"""@iamciviera @darrenturner007 @british_airways does seem slightly excessive! T_POS_EMO """
News,"""booking site edreams_____ stock drops 59% after british airways pulls tickets"" T_URL """""
Query,"""so glad i'm a @british_airways gold exec member. how do they treat everyone else? """
Rave,"""@rugbybencohen @british_airways we hope you got a free upgrade ben! big lad for economy """
Rant,"""the @british_airways bag drop at @seatacairport has all the convenience of waiting in line with none of the actually dropping my bag off. """
Query,"""@british_airways hello!! i wud love to know when the winner of gonna announce participatd n still participatinggg!!! """
Rant,"""then i get rebooked on another airline but lose my status and get down graded a class. @british_airways qatar airways next time to jeddah """
Rant,"""@british_airways and now one of your people at a call center in spain just hung up on me because 1/2 """
Others,""".@mas flight mh135 to brisbane forced to land in bali after passenger goes into labour T_URL T_URL """
News,"""rt @andygmz2000: could be hiding something, report says T_URL via @epochtimes """
Rant,"""@british_airways weather probs are unavoidable, lack of any info/option to cancel flight or basics of customer care are unforgivable """
Rant,"""fun in sun! @topsmedley @thelexchapter @british_airways @barbados @sandylaneresort @mustique_island @fireflymustique @mchsales @fitnetx """
Rave,"""@singaporeair autumn. the leaves have changed colour here. beautiful and cool weather """
Rant,"""rt @afrosia: @british_airways disappointed that your pilot was not able to complete the full cock-and-balls into lhr yesterday am T_URL """
Ads,"""well done viral piece by british airways. a tale of 2 cities T_URL """
Others,"""rt @spence120: shout out to @mas everyone follow them so you can know when the next plane goes missing """
News,"""report: malaysia airlines flight mh17 possibly downed by another plane T_URL T_URL """
News,"""david vs goliath @klm vs @singaporeair at @zrh_airport T_URL """
Ads,"""rt @propertyshe: rt @kendallcre: _____@untappedcities: a splitscreen video comparing two great cities: &amp; T_URL """
Others,"""here in london! i wish i could stay!!! _______________________________________________ @british_airways T_URL T_URL """
Rave,"""thank you colleen from cathay pacific global support centre, you solved my problems! you are a star! """
Rave,"""@prof_jpes cannot complain about @british_airways; twice to italy and back in a week ... and drink selection was nice. """
Rave,"""loving the @british_airways campaign! lovely T_URL """
Rave,"""@whiteroseaikido party arrived safe and sound in singapore.met up with our hosts @aikidoshinjukai . excellent flight @singaporeair thank you """
Rant,"""stop grabbling and get real contact consultmystic today to find mh370 conditions apply @mas do you like appear foolish?? """
Rant,"""@british_airways stuck on flight to vegas at gatwick waiting for a sick chair to be changed """
Rant,"""despite one member of british airways team being bloody rude, the lounge is very good in t5. """
News,"""T_URL cathay pacific a330 inbound hong kong to adelaide cx173 """
Urgent,"""@british_airways any news or updates please? still nothing on the tracker and still no luggage! information and updates would help!! """
Rave,"""i'm in gibraltar and it is quite nice. would be better if my bags were here too. neither @british_airways nor @cathaypacific are helpful. """
News,""" underage sons of mh370 passenger file lawsuit against malaysia airlines: ____ malaysia airli... T_URL """
Lead,"""going over my itinerary for the press trip with @verypcc and now so excited! @mas """
Rant,"""@british_airways @jbpugh is this an airport problem? why is heathrow so poor? """
News,"""hunt for malaysia airlines flight mh370 could take months, warns australian official T_URL via T_URL """
Query,"""@paulchaloner @british_airways doubt it, taken that flight a few times (and next week again) and afaik there wasnt any wifi on board """
Others,"""____ ___ 'teamo areli' ___ malaysia airlines sued by 2 boys over flight 370: 2 malaysian boys sue malaysia airlines, ... T_URL """
Query,"""@allister412 wait wha? i thought they were put out of service a few years after the accident? last concorde was british airways' """
Rave,"""yippee! i've finally reached silver @british_airways executive club! """
Lead,"""@british_airways thanks kev. i like surprises so we shall see """
Rant,"""@british_airways waiting time when contacting customer relations at @british_airways , now at least two months. """
Rant,"""@british_airways , raised a complaint (12831098) nearly a month ago, have not heard from you. are you still the world's favourite airline? """
Rave,"""@british_airways when his family loves you and accepts you as their own """
Urgent,"""@cathaypacific plz check it. and email me. (stewart2kim@gmail@com). thanks. """
Rave,"""i love @cathaypacific """
Ads,"""rt @jungleebillli: wanna fly to london? @british_airways might just fulfill your dream. share your celebrations pic using ______ """
Lead,"""5 days to johannesburg! cannot wait! so excited. landing ba 57 on thursday morning! @british_airways hope my flights on time!! """
Lead,"""@hotdogoflondon if you want the miles to go to your singapore account, you would need to contact singapore airlines for assistance. ^kp """
Rant,""".@british_airways you would think this did not happen often, given the shockingly atrocious service you get... or is this all new to you? """
Rant,"""@british_airways hi, i had an issue with flights, called your customer service for some advice. appalled at the level of professionalism. """
Ads,"""wanna fly to london no more a dream,share ur celebrations pics with @british_airways by using awesome opportunity T_POS_EMO go go """
News,"""new post: mh370: two boys sue malaysia airlines over loss of dad"" T_URL """""
News,""" malaysia airlines sued by 2 boys over flight 370: T_URL via @thenewshype """
News,"""read: missing malaysia airlines jet may be lost forever in a _____radar black hole_____"" - T_URL """""
Rant,"""@sternos tom, fyi, we have been re-routed on @singaporeair @thaiairways """
Others,"""rt @amberlebon: bye austin, it was fun, back to london now. see you all soon ___________ @british_airways T_URL """
Others,"""rt @townbieber: my prayers go out to the families of the passengers and crew of malaysia airlines flight. """
News,"""new cathay pacific website...first step in being responsive @rwd T_URL """
Query,"""@mehekmahtani @british_airways hi madame , and team can u please clarify the picture are for only diwali or for any celebration of life ? """
Feedback,"""@british_airways not covering wifi in this day and age is not really acceptable - i understand your policy"" but do not think it is good enough """""
Rave,"""great airlines with a wonderful services, such a pleasant journey with @singaporeair from del-sg yesterday. ________ """
Others,"""rt @2whlstv: the final round of the eastern airways british f1 championship comes from brands hatch gp, it is online in full hd T_URL """
Rant,"""@british_airways i would have been better speaking to a parrot, i could have just listened to the ba answering machine for 45 mins """
Lead,"""clear skies no rain or major winds let us pray there is no turbulence! i know there is more science to it but _______ @british_airways """
Others,"""@_bourneidentity @airbus @british_airways very jealous roger. that is what i call living. """
Ads,"""sharing ur happy moments with @british_airways cud get u free tickets to london. """
Rant,"""the wireless in the exec club of british airways is painfully slow """
News,""" last week when i took a photo of this @british_airways a319 at edinburgh airport T_URL T_URL """
Urgent,"""@british_airways after waiting so long, got a response that had nothing to do with my case # 12822879. can you please check my reply? """
Others,"""@davewallsworth @british_airways i would think its more than that for you """
News,"""T_URL two boys sue malaysia airlines: two children sued malaysia airlines and three government agen... """
Query,"""cathay pacific question: we are flying fron lax to beijing. how many free bags are we allowed?. see above - T_URL """
Query,"""@singaporeair and want to know do you have pilots yemenis are there jobs for nationalities yemeni pilots """
News,"""rt @whatshisname100: british airways plane forced off course by spanish military jet gibraltar T_URL via @aoltraveluk @sky____ """
Others,"""bismillah .....! (with ribut at singapore airlines lounge) [pic] _____ T_URL """
Query,"""@british_airways what are you and the ground/flight staff going to do for us now? """
Rant,"""@british_airways i would appreciate that, however, i am unable to dm someone who does not follow me? """
Others,"""mike hughes creativity award goes to @ogilvyny &amp; @british_airways for visit mum """
News,"""rt @egccinsider: @british_airways a380 g-xel just arrived in to @manairport on a diversion for fuel due to fog delays at lhr T_URL """
News,"""breaking: singapore airlines raises s$2.5m for community chest _____ channel news asia: channel news asiasingapore... T_URL """
Lead,"""@british_airways i will be finding out if they can help me very shortly!! """
Others,"""another good day to ____ with @british_airways. T_URL """
Rant,"""@british_airways for flights costing over __1000 a __25 voucher is inadequate recompense for no inboard av system.1 way bad, 2 way inexcusable """
Lead,"""@kf_maye me and @opheliamercedes are looking to go malaysia, then we realised its malaysia airlines. not about it lmao """
News,"""rt @megaplane: ______ beacon shot! ______ of a british airways airbus a380 slowing down on 09r at heathrow after flight 282 from lax. T_URL """
News,"""singapore airlines a380 9v-ski at frankfurt airport T_URL """
Rave,"""i find the economy experience with @mas service, seat pitch and food far superior to that of @virginatlantic @richardbranson """
Ads,"""do not miiss the chance of winning free air tickets to london. share your celebrations pics to @british_airways """
Rant,"""@mt111tmd123 @british_airways you are absolutely right. but lessons learnt with all three. """
News,"""the insights beyond the glitter and glamour @tourvestirs @cathaypacific @taportugal tfwa morning workshop report T_URL """
Others,"""rt @loli_ecg: @mas i made a mistake pg951 was great. the kul-paris mh0020 was awful thanks to your chief purser and his way to treat injure____ """
News,"""cathay pacific celebrates senior citizens_____ day with special fares for the elderly: to celebrate senior citizen_____s____ T_URL """
News,"""rt @mollykupfer: if it came out that someone on malaysia airlines flight 370 had ebola, cnn might literally explode. """
Others,""" - airlines to return (singapore stop-over) T_URL """""
Ads,"""top tarieven! singapore airlines ticket bali _____615, jakarta _____615, vietnam _____615, sydney _____975 T_URL """
Rant,"""@phillgray @british_airways it is crazy right! how can one gigantic case be so hard to find!! fingers crossed i will get it soon! """
News,"""malaysia airlines, government sued by 2 boys over loss of father in flight 370 - huffington post T_URL """
Lead,"""out. otw to cathay pacific. T_POS_EMO) """
Rave,"""@singaporeair sent email now with all details. thank you for prompt reply """
Feedback,"""rt @sicfallacy: @mas truly can_____t go wrong____or rather can_____t afford to go wrong."" ahmad johan to lead mas T_URL """""
Query,"""rt @rugglesbear: dear @british_airways today i fly lhr-gva on flight 730. do you think the pilot will give me my wings? """
Rant,"""@kerryjaneellis1 @british_airways tut tut b.a!serious lack of customer service there """
Others,"""@paulbaylay @british_airways have a safe fight. good luck for tonight. x """
Others,"""rt @captainaboard: everyone.. hoping your week goes just as fast as this beauty.. @british_airways @karlenepetitt T_URL """
Lead,"""i think i've found a reasonably cheap way of getting to asia over new year which does not involve malaysia airlines. praise be the lord. _______ """
Others,"""@andrew_sharratt @mrsoaroundworld @michellechaplow @charlietedwards @british_airways you can always abstain and donate to on of us ladies! """
Others,"""@contango @british_airways @boeingairplanes @rollsroyce lucky! never flown on a jumbo jet _______ """
News,"""malaysia airlines sued by 2 boys over flight 370 T_URL via the @foxnews android app """
News,"""singapore airlines introduces taittinger prelude champagne in business class: singapore airlines is now servin... T_URL """
Rave,"""free seat upgrade. ___�thanks @british_airways! """
News,"""bbc news - british airways boeing 737 lands at cranfield university as a toy for kids T_URL """
Rave,"""if @british_airways could cue up this series of for my flight tomorrow, that would be just swell. """
News,"""ebola: british airways halts liberia, sierra leone flights """
News,"""teens sue malaysia airlines, government over missing flight 370: kuala lumpur, malaysia_____two malaysi... T_URL """
Others,"""@british_airways my bro's wedding was one of the biggest celebrations at my home T_POS_EMO T_URL """
News,"""cathay pacific celebrates new brand refresh T_URL """
Others,"""@atbenbow lets go there! @airlivenet: photo gibraltar airport, british airways a329 crossing the road. T_URL via @jong_pj """""
Rant,"""@british_airways help to recover our luggage you mishandled in london. i'm in india and today no news from you. u have the """
Rave,"""rt @cathaypacificus: thank you for joining us to chat about travel in asia! be sure to visit cathay pacific's new website @ T_URL """
Others,"""asiaclassifiedtoday: singapore airlines signals budget determination with tiger takeover - ... T_URL """
Rant,"""seriously @british_airways sort it out!! still no proper response from my complaint in july!!!! 'please be patient'...wearing thin!!! """
Others,"""rt @litemanu: belle pub british airways paris vs new york T_URL """
Urgent,"""i hope @british_airways send a plane that works to take us home. 4 hr delay flying to mumbai due to broken plane &amp; finding a new one """
Others,""" british airways owner confident on growth as rivals falter T_URL """
Others,"""jajajaja where is spain ?? where is malaysia airlines flight m370 !!! no esta google ?? """
Rave,"""great cabin staff on @british_airways this morning london city to dublin. despite the delay they kept on smiling! """
Rant,"""it is this sort of untrue, that you should not be giving out to your passengers @british_airways ! T_URL """
News,"""pls rt malaysia airlines sued by 2 boys over flight 370: 2 malaysian boys sue malaysia airlin... T_URL """
Others,"""rt @dizzyoz1: @cyndilhendry @kstaubin this confirms it was us sat lite that supposedly showed debris but it is never been found yet T_URL """
Rant,"""@db_bahn do not fly by @british_airways in the evening through london-heathrow by connecting flights. T_URL """
Rave,"""@fansofchangi @airbus @british_airways congratulations ba.. """
Others,"""rt @anujprajapati11: shared your happy moments of life with @british_airways. """
Rave,"""congrats best airlines: @singaporeair @emirates @virginamerica T_URL @cntraveler what will be the next experience enhancer? """
News,"""spanish air force disrupts british airways flight landing in gibraltar T_URL via @alltopnewstoday """
News,"""malaysia airlines flight mh17: u.s. stonewalling investigation, will not hand over satellite intel: t... T_URL """
Rant,"""british airways fail! had to change one flight &amp; they want me to pay again for seat selections i bought for the other legs. """
Others,"""rt @sconnor: @british_airways hoping you will look after it and me as flying to bar lgw 16:05 """
Lead,""" - best country to visit in 2015 ! T_URL @visitsingapore @mysingapore @singaporeair """
Rant,"""@singaporeair very poor ground service in jakarta! priority transfer on ef and eg frequent flier is gone! do not even bother to check! """
Ads,"""rt @lisasamples: enter to win 2 rt tickets on @cathaypacificus - boston to hong kong at T_URL """
Others,""".@narendramodi sir here is the proof which look like fiction but its coming true T_URL @gen_vksingh @arunjaitley """
Rant,"""hi @british_airways thanks for overbooking allen's flight ______________ """
Rave,"""ever seen food like this served at 40,000 feet? my review of singapore airlines business class T_URL T_URL """
Rant,"""@mas mas is truly an airline that has lost its way. horrible customer care by malaysian airline professionals. """
News,"""silkair joins singapore airlines to offer flights to denpasar T_URL T_URL """
Others,"""sunset over the sahara dessert from 35,000ft onboard british airways boeing 747 g-civb london heathrow____ T_URL """
News,"""gwyneth paltrow makes plane seat her red carpet in british airways ad - T_URL - popeater T_URL """
Others,"""selfie after british airways training ___�T_URL """
News,"""@british_airways the backpack of my friend n. van den hurk is still lost after 5 days! maybe time to solve it ba? ____________ """
Ads,"""time to share ur happy celebration moments with @british_airways u stand a chance to win a trip to london by tweeting with """
Query,"""@british_airways @justinrose99 i was reading terms &amp; conditions. is this contest only open for those from the uk &amp; not from india? """
Rant,"""@british_airways i've tried numerous times today, but they cannot tell me where my bag is. plus there is no offer of goodwill for this. """
Others,"""rt @travelblggr: bookmarked! rt @cathaypacificus: learn more about cathay pacific_____s premium economy here T_URL """
Ads,"""share your memorable moments with @british_airways &amp; get a chance to win free air tickets to london! """
Ads,"""rt @mehekmahtani: time flies when you are having fun; share celebration pics with @british_airways for a chance to be in high____ """
Others,"""@british_airways celebrating xmas in an eco friendly way . the tree is made of plastic water botttles T_URL """
Others,"""rt @nzherald: malaysia airlines @mas urges patience in compensation wait T_URL T_URL """
Others,"""cloud analysis could hold the key to finding missing malaysia airlines jet, expert claims T_URL """
Rave,"""@british_airways no worries, these things happen. """
Ads,"""______ singapore _______ airlines special ! fly ____ for $925 to &amp; ! call ______ us &amp; book your seats now and get... T_URL """
Lead,"""rt @british_airways: &amp;amp; are 5,915 km apart, but our can cover almost triple that distance """
Ads,"""now flying @lufthansa bcn-muc-haj and tomorrow @british_airways haj-lhr-sea for """
Rant,""".@british_airways delays, missed connections, moved to economy (i'm 6'3) &amp; my luggage not arriving. my next ba flight is on the 3/11/14... """""
Rave,"""@british_airways many thanks. do not worry, i'm at terminal 5 now. cheers! """
News,"""morning security brief: suit filed over missing malaysia airlines flight, eu holds a cybersecurity exercise, and m... T_URL """
Others,"""rt @rugglesbear: in 12hrs auntie jen @film_gem_digger says this is going to be my view!! see you tomorrow @british_airways T_URL """
Lead,"""@british_airways thanks. one day i may get to experience ur great a380 """
Ads,"""cabin crew, british airways - london, T_URL """
