News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""ear @prioritypax we take feedback very seriously, as we understand that is the key to improvement. @singaporeair @bhaktiarora 1/2"""
Rant,"""ear @singaporeair &amp; @ap_airports is it normal for my luggage to arrive unlocked and someone has gone through it? 3 out of 5 bags were!"""
Rant,"""ear @singaporeair - when it says 80,000 miles expiring in nov 14, when does it expire exactly? end of the month? mid month? thank you!"""
Rant,"""ear @singaporeair thank you for supporting and finding the lost toy, which my friend left in the plain. her son should be very happyT_POS_EMO"""
Rant,"""ear @singaporeair ticketing service, if a person is visibly upset about unfortunate circumstances, you do not smile at that person!"""
Rant,"""ear @singaporeair why are the seat belts longer on older planes and shorter on newer planes?"""
Rant,"""ear @singaporeair with deep sadness i inform you that something bad will happen on your airlines because of this tweet @waleedalfarraj"""
Rant,"""elay after delay @singaporeair and another flipping i am going to miss my connecting flight."""
Rant,"""id not let tons of turbulence and a rocky landing to spoil my best flight experience so far. thanks @singaporeair!"""
Rant,"""ifficult call @singaporeair reservations get an operator with heavy indian accent plus poor quality phone line. expect better"""
Rant,"""isappointed to arrive in manila yesterday - flying with @singaporeair for the first time - only to find my brother's suitcase missing."""
Rant,"""isgusted to know that @airvistara blocks tweeps who give feedback (whether positive or negative). @singaporeair"""
Rant,"""itched @cathaypacific due to @asiamiles expiration policy. after pilot news i think i should have gone with @singaporeair for dec flight."""
Rant,"""o you block people if they give you negative feedback @jetairways @flyspicejet @airindiain @indigo6e? @airvistara does! @singaporeair"""
Rant,"""oes @richardbranson know about @virginamerica fake partnership with @singaporeair elevate mile not eligible for redemption, lies and deceit"""
Rant,"""oes anyone no any good airline i can fly to singapore with @singaporeair have cancelled my connecting flight and are not helping me"""
Rant,"""own with sexist as fuck @singaporeair uniforms for women attendants. objectifying, orientalist, racist, &amp; terribly unsuited to 2夦_泰夦_藤c weather."""
Rant,"""riving to marine parade posb/ then singapore airlines someone paid my ticket coming here .... but i paid it... T_URL"""
Rant,"""ue to high traffic hours singapore airline sq452 to male' flight delay 5 to10mins_迓太迓绦夦_澧 @singaporeair"""
Rant,"""arlier this year, singapore airlines cancelled this flight, meaning there is now no direct flight from the usa to singapore."""
Rant,"""ating century eggs in singapore. missed my delhi flight because of singapore airlines flight delays. trying to make the best of a disaster."""
Rant,"""n route to @wpt philippines! first time flying @singaporeair and being treated real nice so far. also think i have row to myself."""
Rant,"""rghmargerd they having an 84% off for trip to bangkok and the flight is singapore airlines and its only $60!!! ugh i wanna go!!"""
Rant,"""splanade theatre thank you @singaporeair for surprising me a warmth and flying me to sg. T_URL"""
Rant,"""ven though we are delayed for 1hr &amp; 45mins, i still want to thank @singaporeair for bringing us safe &amp; sound back in singapore."""
Rant,"""very problem @singaporeair is easily resolved. no one there can think, discuss, read, respond. u must go read their legal ts &amp; cs!"""
Rant,"""verything in that bag was my wedding clothes as i am getting married next month! @singaporeair"""
Rant,"""xciting: @virginaustralia members can transfer points to @singaporeair 迓蘝迓蘝迓瘫 means rewards and upgrades across the @staralliance network. cool!"""
Rant,"""xtremely frustrated by the singapore airlines website. what is the point of showing me a rate if one of the legs is not available?"""
Rant,"""ilthy seat, mangled pillow. @singaporeair why do we pay a premium to fly with you? T_URL"""
Rant,"""inally got my singapore airlines elite silver membership! this makes all that puking on yesterday's flight totally worth it."""
Rant,"""inally got to try singapore airlines' amazing business class service on sq334 sin-cdg. we chose seats迓蘝迓蘝_ T_URL"""
Rant,"""inally home... hoping that ordeal will end tomorrow and that @singaporeair come up with our luggage that they promised was here..."""
Rant,"""irst time flying with @singaporeair from lhr to syd. just arrived in sin,great staff,good,planes &amp; entertainment!! boarding 2nd leg now."""
Rant,"""irst time with @singaporeair and it is very good. i can recommend it to everyone!!!"""
Rant,"""lew @singaporeair sq218 &amp; 950.mel-cgk.@samsonite broken into, empty box ripped, broken lock.betting it was @cgk_ap2 T_URL"""
Rant,"""lew @singaporeair sq287 from sing to christchurch on 28.11. shitty plane. ice refused to work, rubbish food, prebooked infant meal (1/2)"""
Rant,"""lown so much in past 5yrs (long distance bf &amp; music) best airline in my experience: @singaporeair worst (in everyone's experience) @united"""
Rant,"""lying @singaporeair on gold kris flyer status certainly makes travel that much easier. appreciate!"""
Rant,"""lying to sin with @singaporeair from lhr 2night to start our adventure 4 nxt couple of yrs! hope we get bassinet or i will have v.achy arm!"""
Rant,"""or boarding helpfulness @singaporeair is the best. jumping at the chance to help anyone w bags or find seat all with a smile. _迓太迓跳迓糖_迓太迓跳迓糖_迓太迓跳迓糖"""
Rant,"""or those who have not read my blog about @singaporeair 's world gourmet forum, rest assure as i will be talking about it now!"""
Rant,"""orget toys or bibs (like @singaporeair or @lufthansa). not even an infant seat on @united! :-s"""
Rant,"""ound water/ice dripping above my seat, and was told this is a380 common problem. @singaporeair"""
Rant,"""ree upgrade to business class. excellent. thanks a lot, @singaporeair. i want that seat in my office now..."""
Rant,"""rustrated w normally great @singaporeair. pestered me to lodge forms for o2 on flights months in advance, only to say lodged too early. 1/3"""
Rant,"""uckall service by @singaporeair. get the lost bag after 12 hours, with fragile contents all broken &amp; damaged inside. hugely disappointed!"""
Rant,"""unny why their show is sponsored by singapore airlines and not cathay pacific leh????? maybe they pay and sia service is better gua"""
Rant,"""oing by the standards of @singaporeair , travelers can expect the much needed standard in indian aviation from @airvistara"""
Rant,"""oing to be really well taken care of by the good people over at @singaporeair ! i miss everyone already. xo T_URL"""
Rant,"""ood luck @alexanderbaker_ frequent flyer and still airmiles get screwed up @singaporeair"""
Rant,"""ood news: wifi on this singapore airlines int'l flight. bad news: $10/10mb and i've used 350mb so far."""
Rant,"""reat trip to oz with @singaporeair. the only let down was the breakfast into adelaide!"""
Rant,"""ad 4 seats to myself the whole 14 hours singapore airlines feeling the love_迓太夦_夈鯻澹迓蘝迓蘝_迓宕夦_太迓态_迓太夦_夈鯻淌"""
Rant,"""andout text 6 2 handout text 7 text 6ladies and gentlemen thank you very much for flying on singapore airlines intern"""
Rant,"""appy @flypdx getting props for being a great airport! free wifi, lots of parking, good food selection. now need @singaporeair to fly here!"""
Rant,"""as anyone had issues claiming @virginaustralia points with singapore airlines? written 3 times &amp;sent details re missing points"""
Rant,"""ave lost my checked-in luggage now! keep up @airindiain ! why do not you help ppl by shutting yourself down.. @singaporeair"""
Rant,"""ave not flown @singaporeair before, but now...i must! T_URL // @pfro"""
Rant,"""aving an impossible time trying to get @united to credit me for thousands of miles i flew on @singaporeair in november T_NEG_EMO so many miles..."""
Rant,"""eading for our second honeymoon tonight with @singaporeair, the best way to fly! cannot wait!!! 迓蘝迓搪_迓宕夦_太迓态"""
Rant,"""ello @singaporeair i am trying to contact your customer services team in london and i am not able to speak to anyone. can you help?"""
Rant,"""ello, hyderabad! finally arrived in india late tonight after a long flight delay on singapore airlines...... T_URL"""
Rant,"""ello, yes it was. we have just discovered it was not loaded on the plane in london. can we claim for compensation? @singaporeair"""
Rant,"""elp rt! @airvistara blocked me as i said they could not do a proper pic of @singaporeair logo. @bhaktiarora T_URL"""
Rant,"""ey @ballzradio, is the competition to win @singaporeair tickets and with my still open?"""
Rant,"""ey @chowzter gang going to avoid using @singaporeair as they ripped me off for $349 in overages for a $14.99 internet connection"""
Rant,"""ey @singaporeair - if someone is on paid biz and wants to pay the fare diff to fly in suites, do you charge the change fee on that or no?"""
Rant,"""ey @singaporeair i think it is a-ok that you charged @jeremygutsche lots for his internet usage: it is internet at 3x000 feet - no mean feat!"""
Rant,"""ey @singaporeair i'm otw from bali to sg now, and then on to manchester later tonight, can you incredible people upgrade me??"""
Rant,"""ey @singaporeair thanks for sending a staff memeber to whisk me off the plane through customs at jfk. appreciate it"""
Rant,"""ey @singaporeair when did you start charging for champagne in your lounge at heathrow? _迓太迓绦_"""
Rant,"""ey @singaporeair, could you request your ahmedabad team to discuss the issue with me tomorrow at abad airport? i should be there by 830"""
Rant,"""ey @singaporeair, wanna follow us? we promise to sell a lot of seats on your planes T_POS_EMO"""
Rant,"""i @expedia got a sms from @singaporeair saying flt times have changed but i'm worried it is under sin mct and itin has not changed help pls?"""
Rant,"""i @singaporeair , i was flying by sq 953 earlier. n i left my belongings in the pocket seat. is there anyway to get my things back? thank u"""
Rant,"""i @singaporeair how many meals do you serve on sq608?"""
Rant,"""i @singaporeair i'm a pps krisflyer member. what is my check in allowance. your partners at @united do not think i'm entitled to extra"""
Rant,"""i @singaporeair thanks for the reply. maybe time to change suppliers. it is way too expensive T_URL"""
Rant,"""i @singaporeair! is there something wrong with your website? when searching for flights, i keep getting kicked back to homepage."""
Rant,"""i @singaporeair, what is the best way to give feedback? staff on tuesday evening flight from lhr-sin were amazing from check-in to landing."""
Rant,"""i, this is japanese fuji television. i迓蘝迓蘝夦_淌d like to have your permission to introduce your experience with singapore airlines and your tweets."""
Rant,"""igh speed internet on @united $16.99 - same service on rip off @singaporeair $349 - avoid singapore airlines at all costs."""
Rant,"""o chi minh: 2-way air ticket by singapore airlines 迓蘝迓蘝迓瘫 includes 30kg check-in baggage + 7kg hand-carry baggage +迓蘝迓蘝_ T_URL"""
Rant,"""old time primarily inflicted by singapore airlines being absolute bastards about award ticket booking"""
Rant,"""oly fuck same itinerary but using singapore airlines only cost rm2200!! i cant can i buy our tickets now /pay using leaves"""
Rant,"""oly now singapore airlines also problem."""
Rant,"""oly shit suite class on singapore airlines. bucket list???????? but then it is not like i can get my own bose headphones"""
Rant,"""opefully, emirates wont be as horrible as singapore airlines"""
Rant,"""oping one day that @singaporeair award space will show up again on the @united website, because having to call is a major inconvenience."""
Rant,"""ow should i return your call? you leave a voicemail but no return number? what is the point? @singaporeair"""
Rant,"""uge thanks to @singaporeair for helping me at 5am in syd when @virginaustralia decided to cancel my flight..u are an absolute joke virgin."""
Rant,""" am so disappointed @singaporeair. i have raised to you that my tv screen did not work for the whole flight and have still not heard back."""
Rant,""" am so envious of @pfro, who got to fly @singaporeair first class. they even tucked her in bed!!! check it out: T_URL"""
Rant,""" am spoilt by singapore airlines ! looking for phone charging outlets on klm aircraft and not finding any _迓太迓绦夦_夈�"""
Rant,""" cannot believe how dumb @singaporeair reservation agents are"""
Rant,""" challenge @virginamerica elevate members to try and book business clss on @singaporeair w/ miles, impossible info on elevate site is a lie"""
Rant,""" consumed 60mb of in-flight data courtesy of @singaporeair &amp; citibank, but achieved nothing. it was eaten up by my auto sync &amp; uploads!!!"""
Rant,""" had baggage claim issue on flight sq966. any email contact to resolve this issue? @singaporeair"""
Rant,""" have to admit, tho, singapore airlines is doing it right. they迓蘝迓蘝夦_淌re giving us box lunches while we迓蘝迓蘝夦_淌re at the gate."""
Rant,""" kennot with that staff's "" this is singapore airlines maam """""
Rant,""" know angry tweets are banal tweets, but there is no word to describe how appalling singapore airlines have been with my booking."""
Rant,""" missed flying with @singaporeair it is a super long time"""
Rant,""" seriously want to fly to singapore one time and get a t-shirt ""i survived singapore airlines"""""
Rant,""" suggest every1 demand 20,000 miles from @singaporeair because apparently they offer this even if they claim they do no wrong !!! hahahaha"""
Rant,""" suppose in 41 years i had to miss a flight once. thanks m25. luckily @singaporeair has plenty of them today."""
Rant,""" thought this was a joke, but it is not. - singapore airlines passenger billed $1,200 for in-flight wi-fi T_URL"""
Rant,""" was going to comment that singapore airlines only ever use women as flight attendants in marketing but realised all airlines do the same."""
Rant,""" was impressed of service in @singaporeair business class sq25 from @airport_fra to @fansofchangi T_URL"""
Rant,""" was wondering why i never got my singapore airlines card in the mail but then i realized that i forgot to add my apt # in the address shit"""
Rant,""" will admit, flying home to on @singaporeair right after the @airasia flight went missing is slightly unnerving... oh well. T_NEG_EMO"""
Rant,""" will certainly not purchase an internet data plan on my next flight, especially if flying with singapore airlines. T_URL"""
Rant,""" will do @singaporeair but in the meantime have you any news on our luggage, these cases have our worldly good in, sq327 30/12/14 man-sin"""
Rant,""" wish that @singaporeair would fly usa domestic. @united is an embarrassment to the @staralliance. when i have a choice, it wont be united."""
Rant,""" wonder if this singapore airlines plane is the oldest one they have? T_URL"""
Rant,""" would take middle seat if it meant sitting next to @pfro. first class on singapore airlines T_URL"""
Rant,""" will miss you my dear! see you in 2 weeks! _迓太夦_夈㈠绿� @ changi airport, singapore airlines departure hall T_URL"""
Rant,"""'m pretty sure i'm in the minority, in that i'm about to board an singapore airlines flight, and i'd pretty much rather fly anyone else..."""
Rant,"""'m really puzzled @singaporeair is flying over the place @airasia lost a plane, can they help look for it? how did it just vanish _迓太迓绦迓澧"""
Rant,"""'ve just experienced the worst treatment from a @singaporeair steward. he refused to help put my bag up and questioned if i was injured."""
Rant,"""dk about anyone else, but if i booked a trip with @singaporeair but ended up having to fly @flyairnz i would be hella pissed!"""
Rant,"""f i book euro flight on @virginaustralia website but airline ticket is with @singaporeair/@etihadairways will i get velocity points? @ausbt"""
Rant,"""f only @singaporeair would take a leaf out of @british_airways book &amp; supply @islandbakery迓蘝迓蘝夦_淌s shortbreads on board! T_URL"""
Rant,"""f there is a more relaxing and ""endurable"" airline than singapore airlines, especially for long haul, i would be very surprised."""
Rant,"""f want to fly, better to spend a little more $ and fly by singapore airlines, sq planes or scoot. which plane do you fly to surabaya .."""
Rant,"""f you criticize @airvistara on their poor photoshop skills of @singaporeair, they block you! @bhaktiarora T_URL"""
Rant,"""f you are a @virginaustralia and @singaporeair frequent flyer member, you can now swap points between programs T_URL"""
Rant,"""m still not believe its happen to me.if your officer tell me in narita tokyo, im not cover my luggage @singaporeair T_URL"""
Rant,"""magine if @singaporeair had served pork to a muslim ?"""
Rant,"""mpromptu cocktail tasting on board @singaporeair , cannot decide which taste better, so i will just have both T_POS_EMO T_URL"""
Rant,"""n 24 hrs we are off to nyc for our 2nd honeymoon! and it is definitely with @singaporeair, the only way to fly."""
Rant,"""n other news @virginaustralia has buddied up with @singaporeair so that partner airline points are interchangeable!"""
Rant,"""n other news, i have a gift-boxed singapore airlines travel walker because their in-flight entertainment system crapped out."""
Rant,"""n the end, i still chose to fly by singapore airlines though it is slightly more costly. but 100 bucks for 10kg more of luggage is worth it"""
Rant,"""ncompetent sia it staff : travellers snap up half-price tickets on singapore airlines | T_URL T_URL"""
Rant,"""nstead of looking friendly, you are simply mocking me! what the hell kind of service is that?? @singaporeair"""
Rant,"""nteresting that @singaporeair are selling tickets for flights that they wont let paid up passengers transfer too..."""
Rant,"""ntroducing our new contract with @singaporeair aimed at delivering an enhanced experience for their customers: T_URL"""
Rant,"""s @singaporeair discriminating against indians? i'm certain about it."""
Rant,"""s avoiding responsibilities . now thinking about starting pertinent legal actions against @singaporeair. sure won夦_泰迓锑t travel again with them"""
Rant,"""t appen today: travellers snap up half-price business tickets on singapore airlines after ... T_URL what do you think?"""
Rant,"""t does not quite make sense to me since singapore airlines is already in this route. still, not complaining since we get another option."""
Rant,"""t is a shame to arrive somewhere on @singaporeair and realize our luggage has been opened and gone through. is this allowed??"""
Rant,"""t is been so long since i've taken singapore airlines god bless"""
Rant,"""t is frustating to have your baggage delayed, not arrive at hotel yet, and no one of @singaporeair in seoul pick up the phone/reply emails."""
Rant,"""t is our honeymoon and @singaporeair lost our luggage. stuck in singapore and no one is helping us. unbelievable!!"""
Rant,"""t is utterly aggravating when the person supposedly serving you is smiling at the lack of options available! @singaporeair"""
Rant,"""ts looking promising for @singaporeair in my quest to fly on an !! :d"""
Rant,"""an3rd i left my phone in the plane as i landed at changiairport. my flight number was sq 805, seatnumber was 38b. please help @singaporeair"""
Rant,"""umped on plane @ sfo and realised i had 3 stamped but unmailed letters in my handbag. @singaporeair ground staff, i'm counting on you guys!"""
Rant,"""ust 10 days until the honeymoon. flying @singaporeair as a @virginaustralia velocity gold, wife is a3 gold. should be fun!"""
Rant,"""ust back from the airport - went to pick up my brother's suitcase. it is broken. no airline staff to help. disappointing @singaporeair"""
Rant,"""ust checked the inflight entertainment choices for singapore airlines, it is rubbish!! do not recognise any of the films. going to be fun T_NEG_EMO"""
Rant,"""ust found out @lufthansa's a380 business class seat is not like @singaporeair's... and it is that annoying angle. so disappointing. cancel?"""
Rant,"""ust landed on british soil _迓太迓跳迓澹 @singaporeair thankyou for looking after me, beat airline i've travelled with 迓蘝迓搪_迓宕夦_太迓态"""
Rant,"""ust leaving dagenham. i'm so far east i feel like i should have got here on singapore airlines."""
Rant,"""ust redeemed miles to fly @singaporeair business class. please make more seats available to @staralliance partners"""
Rant,"""ust tried to book reward ticket w/ @singaporeair. did not inform me of $780 ""fuel surcharge"" until last step. ridiculous bait-and-switch."""
Rant,"""ust want to say a big thanks to @singaporeair for looking after me when flight was delayed 03/12/14! completely faultless service!"""
Rant,"""ris goldlounge is too small ""in"" changi. no seats avail for those xferring. so much for flying with a @staralliance partner @singaporeair"""
Rant,"""star answer is so funny.. lmao.. singaporeans fly singapore airlines.. korean fly what airline? pmsl..."""
Rant,"""ast flight ever on @singaporeair. this is the second time they changed my seat from bulkhead to a regular seat; very uncomfortable T_NEG_EMO"""
Rant,"""ast night i had a dream that i showed up at the airport and had lost my uk passport and missed my flight on singapore airlines suites. ;_;"""
Rant,"""earn empathy! it is bad enough that i cannot do anything about my flight. @singaporeair"""
Rant,"""eft my ski jacket of 12 years on plane, called @singaporeair but they claimed no such item was found by cleaners.theft by passenger then?!"""
Rant,"""ike seriously singapore airlines. you have a cabin for a suite-like flight experience with a bed to sleep on for night flying?!"""
Rant,"""ooks like a better deal for me on my regular travel with @virginaustralia and @singaporeair ff point exchange T_URL"""
Rant,"""ove travelling with @singaporeair.your email marketing could be improved,it迓蘝迓蘝夦_淌s not matching your wonderful offline id. dm me."""
Rant,"""oved using our free shopping vouchers yesterday in transit in ! @singaporeair @fansofchangi T_URL"""
Rant,"""oving the @singaporeair and @virginaustralia partnership - use your ff points on either carrier .. great work"""
Rant,"""uck is when you fly the big bird &amp; get your checked in baggage even in first 15 mins.. @singaporeair"""
Rant,"""akes a speech on how singapore airlines has had a big impact on my life and how it gave me an experience i will never forget"""
Rant,"""an charged us$1,200 for in-flight wifi @singaporeair ... T_URL T_URL"""
Rant,"""arvelous. i run across london so as not to miss check in only for the staff of sq321 to rock up late ... @singaporeair"""
Rant,"""eans bugger all, now silver status in krisflyer, woohoo roll out the blue carpet @singaporeair (food on the plane was still awful)"""
Rant,"""inimum 2h delay for ""engineering requirements"" @singaporeair flight too mumbai..."""
Rant,"""oney cannot buy life but money can buy you a seat on @indonesiagaruda or @singaporeair &amp; maybe they are still alive rn :'(("""
Rant,"""oral: do not use the wi-fi on singapore airlines unless you want to be ouch. @jeremygutsche T_URL"""
Rant,"""ore than an hour on tarmac with no aircon, hot as hell nd no idea what is going on , well done singapore airlines"""
Rant,"""s @maria_ressa is in the same @singaporeair flight. she is seated in front of me. T_POS_EMO"""
Rant,"""s heather cho should have flown on @singaporeair instead. and it is warm too. lol. T_URL"""
Rant,"""y another luggage cover, the yellow have sign fragile lost in flight @singaporeair is not about 1500 yen T_URL"""
Rant,"""y business would not be possible without singapore airlines. if you are my connection on linkedin you will see why. T_URL"""
Rant,"""y client's equipment smells like singapore airlines i'm so pissed i miss traveling so much T_NEG_EMO((((("""
Rant,"""y delight in discovering my @singaporeair flight offered wifi, my horror at seeing the cost:data ratio. T_URL"""
Rant,"""y flights asia-us great on @united u know a great airline by how it serves customers &amp; solves probs, not by looks as @singaporeair"""
Rant,"""y friends flight is cancelled and now all our new years eve plans are ruined no thanks to @singaporeair best airline _迓太迓跳迓态_迓太迓跳迓态_迓太迓跳迓态"""
Rant,"""y national carrier @british_airways completely letting me down. @singaporeair would never treat their customers like that"""
Rant,"""y pre-flight hindu non-veg meal selection seems to confuse the @singaporeair crew. it is usually the best option"""
Rant,"""yself and my family have always been loyal to @singaporeair and have always travelled with them! lost my baggage"""
Rant,"""eed a partner to book sq promotion ticket to shanghai - 12/22 to 1/4 .... @singaporeair why do not you offer single's ticket T_NEG_EMO"""
Rant,"""ever ever fly singapore airlines. poor customer service at melbourne airport. singaporeair does not even provide 2kgs of excess baggage"""
Rant,"""ever had anything but brilliant service from singapore airlines, highly recommend!"""
Rant,"""ew year's eve completely ruined thanks to @singaporeair and their sheer incompetence"""
Rant,"""ice flight and great service on the ground and in the air @singaporeair both crews were great as were both teams in sin and icn"""
Rant,"""o big deal really @singaporeair we are only going into the snowfields now with no gear"""
Rant,"""o customer service available on a sunday?! @singaporeair"""
Rant,"""o matter how you spin it @singaporeair , when you are able to rake up a $1200 bill, without some warning, you suck. T_URL"""
Rant,"""o one but @singaporeair writes ""to maintain exclusivity of business class"" we cannot upgrade you,it clears insults people"""
Rant,"""one of these happen on @singaporeair but always when i fly domestic: 18problems every frequent flyer will understand T_URL"""
Rant,"""ope i am still not am air hostess and you have heard the same info that i have. i do not know how long plane is delayed @singaporeair"""
Rant,"""ot surprised that computer error sells 900 @singaporeair business class tickets at economy prices. their it sucks. T_URL"""
Rant,"""ot very long ago had flown over the same flight path as in a singapore airlines plane. in prayers all passengers of"""
Rant,"""ow ten days without luggage. a suitcase from a passenger lost in the world. that could happen but no one in @singaporeair gives"""
Rant,"""ff home via @singaporeair once again. still no chance of an upgrade despite being a loyal customer of 26 years? _迓太夦_淌_"""
Rant,"""ff to singapore tomorrow on singapore airlines - i do not recognise any of the films they are going to be showing!"""
Rant,"""h hell no. we see the u commit @twittersg @singaporeair @govsingapore T_URL T_URL"""
Rant,"""h no! singapore airlines, where have you put me??? lol T_URL"""
Rant,"""h no, @singaporeair pilot must have forgotten keys, or got lost. another delay @gripeo_feed"""
Rant,"""h so it was singapore airlines. i do not want to do any hasty generalization here but guys, be careful when flying through this airline."""
Rant,"""h: many passengers avoiding @emirates until they cancel flights to west africa. most taking @singaporeair out of india and @virginatlantic"""
Rant,"""k not the best start... @singaporeair have lost sue's bag. do not know if its in per or sin..."""
Rant,"""mg after messing with my schedule, now @singaporeair lost my seat to london. i have never had worse service."""
Rant,"""n @singaporeair used in air wifi for 2 hrs and then realised the per minute charges = $300. 2 promo cards then lasted 20 minutes. rip off!"""
Rant,"""n an a330 is the g seat an aisle seat? or have @singaporeair screwed up again"""
Rant,"""n jan 3rd, i left my phone in plane&amp;my flight number was sq 805, my seatnumber was 38b. i've contacted but i got no response @singaporeair"""
Rant,"""n my way home from london @singaporeair the best service once again!!!"""
Rant,"""ne can only give the advice not to fly with @singaporeair ! T_URL"""
Rant,"""nly 45 minutes until departure yay! @singaporeair"""
Rant,"""olong tea and even puerh tea being offered on singapore airlines, quite impressed."""
Rant,"""uch. T_URL @singaporeair should offer free wifi!!!"""
Rant,"""uch: usd$1475 charge for passenger's inflight wi-fi - and i thought singapore airlines was dear enough as it was; T_URL"""
Rant,"""assenger on singapore airlines flight is presented with $1171.46 bill for wi-fi service -guess provider was @airtelindia .they excel chetg"""
Rant,"""assenger stuck with $1,171 wi-fi bill on singapore airlines flight so bottom line be more careful with payed... T_URL"""
Rant,"""assenger stuck with $1,171 wi-fi bill on singapore airlines. should he have to pay up? T_URL via @wsjd"""
Rant,"""assengers score business class seats at economy prices due to error | T_URL @singaporeair"""
Rant,"""eople! @airvistara blocked me as i pointed out they could not do a proper image of @singaporeair logo T_URL"""
Rant,"""hoto: 'window seat' 34a on @singaporeair, you are a great way to fly. T_URL"""
Rant,"""lease help! krisflyer audit: i just received this email from singapore airlines: during our random au... T_URL"""
Rant,"""lease remain seated this is ridiculous for @singaporeair. so many delays. gonna miss my connecting flight !!"""
Rant,"""raying they are streaming on @singaporeair tonight."""
Rant,"""uite fail lei this response. opportunity missed by @singaporeair to actually generate some very good press. T_URL"""
Rant,"""ainbows cannot really be seen but @singaporeair @fansofchangi T_URL"""
Rant,"""ead this before even thinking about using in-flight wi-fi, especially on @singaporeair T_URL T_URL"""
Rant,"""eally kind of singapore airlines to assign me a middle seat when i already paid for an extra legroom window one"""
Rant,"""edeemed a @singaporeair award flight, turns out i ended up paying more in taxes and surcharges than an entire @airasia flight! kinda sucks."""
Rant,"""idiculous. how can @singaporeair not have a bike baggage fee? 70usd per kilo of bike?"""
Rant,"""ip to our late stewardess of qz8501 airasia tht crashed recently. @portalkritis @airasia @mas @singaporeair @flypal T_URL"""
Rant,"""t @_maman23: rainbows cannot really be seen but @singaporeair @fansofchangi T_URL"""
Rant,"""t @aidagreenbury: omg after messing with my schedule, now @singaporeair lost my seat to london. i have never had worse service."""
Rant,"""t @aidagreenbury: sigh. the airport is not functioning at full capacity. so our @singaporeair flight is delayed... so flaky! _迓太迓绦夦_痰迓蘝迓蘝_"""
Rant,"""t @aidagreenbury: very disappointed with @singaporeair, cancelled its flight with complete disregard to its customer's requirement! m迓蘝迓蘝_"""
Rant,"""t @airvistara: dear @prioritypax we take feedback very seriously, as we understand that is the key to improvement. @singaporeair @bhaktia迓蘝迓蘝_"""
Rant,"""t @alanball1: bt contract with @singaporeair aimed at delivering an enhanced experience for their customers T_URL"""
Rant,"""t @alexanderbaker_: @singaporeair not sure what you mean 'further assistance'? i have had no assistance at all from you. is such a simple 迓蘝迓蘝_"""
Rant,"""t @alexanderbaker_: @singaporeair you are now asking me to complete a change of passport and name form and send you my passport...? i have迓蘝迓蘝_"""
Rant,"""t @andipeters: @singaporeair thank you and i got a suite too! this is a different level!"""
Rant,"""t @angelsherwin: signing a contract to charge consumers more for a normal product. is not singapore airlines doing the same as jover?"""
Rant,"""t @annesobe: down with sexist as fuck @singaporeair uniforms for women attendants. objectifying, orientalist, racist, &amp; terribly unsuited 迓蘝迓蘝_"""
Rant,"""t @anvimal: .@singaporeair sold me a preferred seat and then cancelled it without informing me. i am skeptical of doing business with them."""
Rant,"""t @arungupta: airline passenger stuck with $1,171 wi-fi bill T_URL glad i don迓蘝迓蘝夦_淌t travel @singaporeair, @united is my prefe迓蘝迓蘝_"""
Rant,"""t @asksirstamford: further delays, having a beer, cheers @singaporeair"""
Rant,"""t @asparteam: ..sure that we don迓蘝迓蘝夦_淌t complain very much. we understand you should be kidding @singaporeair can imagine how defenceless could迓蘝迓蘝_"""
Rant,"""t @asparteam: is avoiding responsibilities . now thinking about starting pertinent legal actions against @singaporeair. sure won夦_泰迓锑t travel 迓蘝迓蘝_"""
Rant,"""t @asparteam: still waiting for someone serious at @singaporeair or @aireuropa to find passenger luggage ten days after."""
Rant,"""t @atishivaidya: @singaporeair it is not only the battery bank. other items are also missing !"""
Rant,"""t @atishivaidya: @singaporeair ur colleague was to keep me in d loop for updates n has not done tht! it is been 5 days now!"""
Rant,"""t @atishivaidya: still waiting for @singaporeair to give a proper response! baggage lock broken, items stolen! disgusting!!!!"""
Rant,"""t @austfreqflyer: be careful booking va - singapore airlines flights: i recently thought i would book a trip to hk using the new... T_URL"""
Rant,"""t @bach_kun: what the actual fuck, @singaporeair? with @lufthansa i paid 5 euros for unlimited data the enfire muc to nrt flight. @washing迓蘝迓蘝_"""
Rant,"""t @beat_service: 30h trip to australia starts now. 22,5h on the planes @lufthansa @singaporeair"""
Rant,"""t @budgiewarrior: year 1, 57/365 obviously not @british_airways @virginamerica @easyjet @ryanair @monarch @singaporeair @airasia T_URL"""
Rant,"""t @cheapiflyfares: savvy ifly clients snap up half-price tickets on singapore airlines looked like christmas had arrived early for... htt迓蘝迓蘝_"""
Rant,"""t @chinkzaoh: so now @singaporeair has started avoiding my tweets, earlier emails and phone calls are unanswered too..professionalism at i迓蘝迓蘝_"""
Rant,"""t @chloefrench9: @singaporeair booked wrong flights, my mistake. but please help and let me change flights! over 3 months away... you will迓蘝迓蘝_"""
Rant,"""t @chrisbinney: any danger that after almost 1.5hrs on hold that you could pick up the phone @singaporeair"""
Rant,"""t @colinratushniak: @singaporeair it is absolutely the little things that a customer will remember and this put a smile on my face at 8am. 迓蘝迓蘝_"""
Rant,"""t @connielouise06: @singaporeair have emailed you hope i will have a response soon"""
