News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,""" wonder if asiaair took any notes from the malaysia airlines pr foolishness. most notably how to communicate sensitive info to families."""
Rant,""" wonder if they gave up on looking that malaysia airlines flight. i know the ocean is big but damn"""
Rant,""" wonder what cnn would do if they found the malaysia airlines plane right now."""
Rant,""" wonder when will @mas announce the winners for the thing"""
Rant,""" would never fly malaysia airlines"""
Rant,""" would never fly with malaysia airlines _迓太夦_淌夦_淘_迓太迓跳迓蘝"""
Rant,""" would not have guessed it, except it had malaysia airlines on the side, with a sign saying ""we found it"""""
Rant,"""'d give anything for the malaysia airlines flight to show up now and land."""
Rant,"""'d like to point out that malaysian flight 370 still has not been found. @mas stop covering it up!!"""
Rant,"""'d rather fly cesaro than malaysia airlines"""
Rant,""" will give you jay cutler for a bag of dog shit and a ticket on malaysia airlines"""
Rant,"""'m a guy. @mas"""
Rant,"""'m also not flying with malaysia airlines either."""
Rant,"""'m an ok decisions maker. ok, i did wrong with some friends and maybe took the wrong way. but i did not buy a ticket for malaysia airlines."""
Rant,"""'m glad they found airasia qz8501 but we still need to find malaysia airlines flight 370.."""
Rant,"""'m not too ecstatic about the fact that we are taking malaysia airlines... mostly cause we could have gotten a direct flight to sg instead."""
Rant,"""'m now on malaysia airlines and airasia's website. i do not know what i'm up to again but here we go. T_POS_EMO"""
Rant,"""'m so confused right now. did malaysia airlines loose another plane?"""
Rant,"""'m so excited and happy for @mas if it is confirmed that ts abj will be made ceo! an organization like mas needs a benign military man."""
Rant,"""'m sure air asia will be able to handle this issue much better than malaysia airlines"""
Rant,"""'m wondering and keep wondering; how come in 30 millions rakyat malaysia, no one is capable to lead malaysia airlines? @mas"""
Rant,"""'m wondering at this point if malaysia airlines is being targeted or if they just have the worst luck on earth.... T_URL"""
Rant,"""'ve decided to book every one of my enemies a flight on malaysia airlines to ensure their unpleasant and mysterious demise."""
Rant,"""'ve lost my keys fewer times this year than malaysia airlines has lost an airplane."""
Rant,"""'ve no qualms with @mas hiring a foreigner as their new ceo. if he is capable of doing the job well than any not, right?"""
Rant,"""f @mayoroflondon's career path doesnt take him to no.10, he could always become an air marshall after that performace @mas"""
Rant,"""f @noradsanta can track a sleigh, why could not they track malaysia airlines 370 @mas?"""
Rant,"""f actually one day those freak usa people make movie about malaysia airlines and criticise muslim hell u're gonna go hell for sure"""
Rant,"""f airasia was found by sonar, what does that mean for malaysia airlines ?"""
Rant,"""f anyone give me free tickets of malaysia airlines i would not be travel rt"""
Rant,"""f charming service at gate c37 of klia is any indicator @mas will do perfectly well once it is out of restructuring. terima kasih"""
Rant,"""f i can find my iphone why cant you find your airplane? @airasia &amp; @mas"""
Rant,"""f i do a spontaneous writeup on @mas i can do a 10- page now wif risk n impact analysis n whats gotta change"""
Rant,"""f i do not show up to your halloween party this year, you can assume that i chose to dress up as the malaysia airlines flight this year."""
Rant,"""f i learnt anything this year, it is to never fly malaysia airlines."""
Rant,"""f i tried to fly a plane, it would be malaysia airlines all over again."""
Rant,"""f i've learnt anything from 2014 its do not fly with malaysia airlines and do not go to west africa....."""
Rant,"""f malaysia airlines prices drop drastically with all there recent mishaps i would happily fly with them"""
Rant,"""f malaysia airlines was flying into or tambo, i'd gladly use them. but alas, they have limited routes nowadays. they do not do africa."""
Rant,"""f only malaysia airlines could do the same thing as what had tony fernandes has done for air asia crisis then we wud have answers by now."""
Rant,"""f only malaysia airlines had those md-11s T_NEG_EMO"""
Rant,"""f these airlines do not follow safety measures, they should not be flying people across oceans. @airasia @mas @cnnbrk"""
Rant,"""f they recovered the bodies they deserve medals really i'm still waiting for the news for malaysia airlines really"""
Rant,"""f those people who died over ukraine did not want to die, why did fly malaysia airlines? they saw what happened before."""
Rant,"""f united airlines is like malaysia airlines, you may never hear from me again. then again, no one even views my tweets. lolololol"""
Rant,"""f yall were not busy taking pictures of people's passports maybe your airplanes would not be falling out the sky @mas"""
Rant,"""f you had to get on a 14 hours flight, who would you... 迓蘝迓蘝迓台 world's best airlines ceo ceo of malaysia airlines, ... T_URL"""
Rant,"""f you think you had a bad year, think about malaysia airlines."""
Rant,"""f you are ever feeling down and want to vanish off the face of the earth just book a flight with malaysian airlines. @mas"""
Rant,"""f you are going through a bad time, know that it could be worse. you could be malaysia airlines."""
Rant,"""m still concern to what happnd to that @mas flight 370! i demand an answer!!!!! _迓太迓绦迓蘝"""
Rant,"""m very disappointed with business class for flight mh2515 @mas"""
Rant,"""n 2014 i learned ebolas gonna get u sooner or later and do not fly malaysia airlines"""
Rant,"""n 2014, there is a lot aircrafts down and lost contact, those aircrafts is run under the malaysia airlines company. worse year for them."""
Rant,"""n 3 weeks i fly malaysia airlines and then airasia. *confident"""
Rant,"""n air asia and malaysia airlines we trust. keep giving us good deals so that we can continue experiencing the world."""
Rant,"""n case u guys were wondering, yes i survived on malaysia airlines and arrived safely xdd"""
Rant,"""n just under 2 hours @mas shares will no longer be traded publicly, as khazanah buys up the remaining shares. now the real work starts"""
Rant,"""n modern lexicon to search for something not really there are they acrimonious satanic or sarcastic @mas bab just clarify"""
Rant,"""n november, malaysia airlines advertised ""want to go somewhere, but do not know where?"" want to go where nobody can find you?"""
Rant,"""n surabaya and singapore @airasia needs to set up proper facilities for families of avoid the @mas circus. be proactive."""
Rant,"""nexplicably long check-in at @mas counter heathrow terminal 4 for mh003 flight to kl. this is how long it took in the 1980s"""
Rant,"""nmarsat data your data interpretations is wrong wrong wrong scarlet how did you get it right wild goose chase @mas consultmy@mocwel"""
Rant,"""nteresting perspective on @mas T_URL @theeconomist still think ""want to go somewhere, but don迓蘝迓蘝夦_淌t know where?迓蘝迓蘝迓蘝 ill-advised."""
Rant,"""s @airasia missing like @mas ? hopefully not . send much prayer for everyone in the airplane"""
Rant,"""s anyone else worried another aircraft has lost contact in southeast asia? at least it is not malaysia airlines again. sad regardless."""
Rant,"""s it just me or is it really suspicious that airasia lost a plane over the same area where the malaysia airlines plane disappeared?"""
Rant,"""s it me or does it sound like malaysia airlines does not have a good track record? the 3rd disaster they are saying. that has to be tough..."""
Rant,"""s it ok stupid to cross a red robot then get dutch to find who caused accident do not waste da===mn time bab @mas clowns"""
Rant,"""s it too late to make jokes about malaysia airlines flight 17? its useless if i do not offend anyone"""
Rant,"""s malaysian airlines just changing their schedule without further notice?mh0798 retimed for friday already @mas T_URL"""
Rant,"""s my account a malaysia airlines or what?people follow and disappear."""
Rant,"""s that a middle finger or what did malaysia airlines just T_URL"""
Rant,"""s not it only fab that not only am i flying with malaysia airlines in the next month but air asia too...twice. fab. fab fab fab."""
Rant,"""t appen today: ailing malaysia airlines is suspending its shares later this month - busine... T_URL what do you think?"""
Rant,"""t appen today: malaysia airlines flight mh370: searchers want you to know why they haven .... T_URL what do you think?"""
Rant,"""t happens again like malaysia airlines !!! airasia changed their way before they lost contact! what happen? gosh!"""
Rant,"""t has been a ""great"" year, sorry for being part of it. (c) malaysia airlines."""
Rant,"""t has been a week and my luggage still cannot be found. what is taking you so long @mas ?"""
Rant,"""t is been a bad year for airlines in malaysia @mas &amp; @airasia"""
Rant,"""t is just you guys who interpret things differently 迓蘝迓蘝迓搪@econbizfin: malaysia airlines: much atwitter about nothing T_URL"""
Rant,"""t is since the disspearence of mh 370 one cannot but surmise all that is happening @mas bab consultmystic"""
Rant,"""t really bothers me that they still have not found malaysia airlines flight or have any idea where it is or what happened"""
Rant,"""t seems @mas has not been able t imporve their overall image till now. delayed and stay in kl for more than 12hrs"""
Rant,"""t was cool flying with you @mas. the food was good and staff so helpful and approachable. _迓太迓绦夦_碳"""
Rant,"""t was not stupidity that failed @mas, it was greed"""
Rant,"""t is been a tough, tough year for malaysia following the @mas and @airasia tragedies. takziah."""
Rant,"""t is been two days since our flight and @mas still have not found @estellelouie &amp; i's lost bags _迓太迓绦_"""
Rant,"""t is fucking raining i ain't falling for that malaysia airlines shit _迓太迓绦迓踏_迓太迓绦迓踏 T_URL"""
Rant,"""t is not all ocean that is why it is good to have the window seat @mas T_URL"""
Rant,"""t is one thing to advertise a fare and it not being available, it is quite another to let me choose it, but not book it. @mas"""
Rant,"""t is pretty safe to say i have no interest in ever flying i mean seriously, how does this happen?! @mas"""
Rant,"""t is the end of the year and still not the end of the investigation of how the hell @mas do not know their plane flies in off corse"""
Rant,"""ts a shame i'm not flying tonight - but thanks to @mas for upgrade to tomorrow morning to compensate"""
Rant,"""t迓蘝迓蘝夦_淌s very sad, to say the least, to know about the plane. i迓蘝迓蘝夦_淌ve flown with @mas and the service was excellent. but this is crazy."""
Rant,"""迓蘝迓蘝夦_淌ve travelled on both malaysia airlines and airasia this year. if british airways has an incident soon then let迓蘝迓蘝夦_淌s just say i迓蘝迓蘝夦_淌m cursed."""
Rant,"""esselton bound. i wonder what are they serving on board? @mas T_URL"""
Rant,"""esus. so if you want to be sexually abused on a crashing plane, malaysia airlines is your one."""
Rant,"""ihadi's refuse to fly malaysia airlines in fear of the plane exploding in mid air for no good jihadi reason at all..."""
Rant,"""us told by @mas check in staff that a @traveloneworld ruby holder is not allowed business check in. excuse me but T_URL"""
Rant,"""ust arrived home. 9hours late due to malaysia airlines"""
Rant,"""ust been a bad year for malaysia airlines really."""
Rant,"""ust cancelled my flight on malaysia airlines. ummm, yeah, i will pass."""
Rant,"""ust gave malysian airlines good compliment on bbc interview hopefully they will give upgrade on my flight to syd today @mas"""
Rant,"""ust got a call from @mas intimating the departure time and reconfirming the passengers names - pretty neat!"""
Rant,"""ust got off a @mas plane at klia, glad to say that the flight was great! lack of facilities at lgk airport was sad though."""
Rant,"""ust made my 15 mins connection aor-kul-rep due to delay. thanks @mas staff for running with me to clear immigration and gate"""
Rant,"""ust realized malaysia airlines had an ad campaign asking people 'where they want to go before they die'. how 'bout the terminal?"""
Rant,"""ust to ensure since online info's rather obscure; does mh6 regularly fly over ukrainian/war-torn levant airspace? my flight's on jan 9 @mas"""
Rant,"""ust what do you imagine they could have done sooner when there was no trace of @brujonico? 夦_泰迓泰off course for 6hrs &amp; @mas did nothing!夦_泰夦_澧"""
Rant,"""ust when the caterpillar thought the world was over, it became a butterfly. @mas"""
Rant,"""ust wondering who is in charged with wheelchair assistance for @mas at @akl_airport? thx"""
Rant,"""ustice will rain it is vengeance on thoes individuals who do not want to find closure and the truth about mh370 @mas consultmytic to"""
Rant,"""eep flying high malaysia airlines!! 迓蘝迓搪_迓宕夦_太迓态 im always supported you even many incidents had happen to ur迓蘝迓蘝_ T_URL"""
Rant,"""eep on hacking my tweets devils so the truth is covered bab @mas"""
Rant,"""lia and erl now seems inadequate for growing numbers of travellers. another terminal should be in @mas @my_airports plan."""
Rant,"""now why @mas is great? because when i asked for two cups of water, they did not look at me as if i want to take a shower in my sit, os!"""
Rant,"""ul - colombo - dubai in few hours, bismillah.... see you kl till we meet again ! (at @mas) 迓蘝迓蘝迓台 T_URL"""
Rant,"""yle just told me to check out flights on malaysia airlines because he heard they are really cheap. too soon."""
Rant,"""anded on flight mh002. baggage broken into - items stolen. malaysia airlines will not take responsibility! @mas"""
Rant,"""ast shirt sponsor was malaysia airlines, current sponsors are air asia. my next sponsor guess would be south sudan air or iraqjet"""
Rant,"""ast year, i used both air asia and malaysia airlines. no complaints. i would use them again despite what is happened. it could happen to any"""
Rant,"""ate arrival and late connection and @mas at transfer counter wants cash for rebooking to my previous flight and"""
Rant,"""bu - kul - aor. total myr190. the cheapest ticket flight i ever had with @mas"""
Rant,"""eave grand standing and get that plane even assisted by your broom sweeper man. 370 370 @mas you wasted enough time"""
Rant,"""ess than 3 weeks after god connected those dots to me about lost souls, planes, crashes, etc. malaysia airlines happened. twice."""
Rant,"""ess than a week to go before our honeymoon! @mas"""
Rant,"""esson to all : you can fly on any plane but malaysia airlines"""
Rant,"""ets just hope i do not fly with malaysia airlines... _迓太迓绦_"""
Rant,"""ike 2014 is just about over &amp; they still have not found that malaysia airlines plane that went down........._迓太迓绦迓瀚"""
Rant,"""ike is anyone still actively looking for malaysia airlines flight 370? how is it that they have not found debri or anything?"""
Rant,"""ike r you all aware that malaysia airlines plane from awhile back is still missing lol like why did people just forget about that"""
Rant,"""istening to @mas talk about social media response. lots of a/b testing involved to make sure message was getting out correctly."""
Rant,"""iverpool are about as useless as malaysia airlines"""
Rant,"""mao if you thought that you had a shitty 2014, malaysia airlines and sony would like to have a word with you"""
Rant,"""mao malaysia airlines rly needs to step up their game wtf"""
Rant,"""mao rt""@captain__chill: you still owe us a plane. do not think we forgot @mas"""""
Rant,"""mfao malaysia airlines tweeted ""want to go somewhere, but do not know where?"""""
Rant,"""ol at malaysia airlines tweet a couple weeks ago saying ""want to go somewhere, but dont know where?"""""
Rant,"""ol did they ever find the malaysia airlines plane?"""
Rant,"""ol malaysia airlines giving out condolences like they still have not gave these ppl families answers"""
Rant,"""ol u kidding me u do not trust malaysia airlines now because all of this? u think malaysian did this? u realize how stupid ur statement is?"""
Rant,"""ol, nope. that is just testing god though. 迓蘝迓蘝迓搪@kaysexwale: would you take your chances with malaysia airlines?迓蘝迓蘝迓蘝"""
Rant,"""ook for me while you are out trick or treating. i'm going as malaysia airlines flight mh730"""
Rant,"""ook over there, there is a plane......oh never mind it' says malaysia airlines, that is not it keep looking....i know i know i'm sick...."""
Rant,"""ooking forward to my 10th flight with @mas tomorrow night sad to be leaving malaysia but will be back"""
Rant,"""ooks like airasia just was not content with letting malaysia airlines have all the attention this year. is... T_URL"""
Rant,"""ost a day of the 'moon thanks to 11 hr delay and needing to spend the night in kl.. shocking people skills from @mas (malaysian airlines)"""
Rant,"""ove flying with @mas. so tempting to keep flying with them even with all the problems T_POS_EMO"""
Rant,"""ove this food very much.. salmon something benda tah.. @mas T_URL"""
Rant,"""uv malaysia airlines attitude towards . no matter how, they still show support. respect. - T_URL"""
Rant,"""ake it happen. thanks @mas bki-kul rm350 return T_POS_EMO"""
Rant,"""aking matters worse, i faced the ignominy of dealing w 2 rude staff. a disgrace to @mas T_URL"""
Rant,"""alaysia airlines (@mas) charges you for a security pass to find your lost items T_URL"""
Rant,"""alaysia airlines 9months ago if you had consulted consultmystic you would not be in terrible mess @mas bab conditions apply"""
Rant,"""alaysia airlines @mas your 16 hours delay cost me a lot.i missed an important meeting and a whole business day and you did not try to help"""
Rant,"""alaysia airlines has the time not arrive pay everyone their compensation close shop and start all over again @mas @sal bab"""
Rant,"""alaysia airlines is the worst airline, please close down @mas and do not screw your customers anymore mh0798 delay but no notice"""
Rant,"""alaysia airlines why do not you come clean and stop blaming aircraft's defects contact consultmystic now you are duty bound @mas"""
Rant,"""alaysia airlines your bad faith to find mh370 can be the cause of misfortune now facing region. consultmystic @mas terms conditions"""
Rant,"""alaysia airlines: i will not fly with malaysia airlines ever again unless i have no other option! my return flight - T_URL"""
Rant,"""alaysia and cahoots your problems are to remain until you have not consult consultmystic loud and clear to find mh 370 bab @mas"""
Rant,"""alaysia basd airlines ve a technology prob or r these muslim terrorist events? seems both @airasia @mas @malindoair @berjayaair"""
Rant,"""alaysia consult consultmystic to find mh370 and leave dud useless search. they have no experience and grabbeling bab @mas"""
Rant,"""alaysian airlines @mas is throwing up some interesting (read affordable) fares to must be so for other routes too"""
Rant,"""alaysian insider: mas can still return to glory days 迓蘝迓蘝迓瘫 syed raisudin syed abdullah: malaysia airlines (mas) f... T_URL"""
Rant,"""alaysians actually think they are gonna beat thailand in the final? it is like how @mas thought this was a good idea. T_URL"""
Rant,"""alaysians are with you @airasia and @mas together we brave this storms"""
Rant,"""an i just saw that highlight go up literally 10 seconds after it happened....but we could not find that malaysia airlines plane"""
Rant,"""any thanks to malaysia airlines, who have now found where jetstar abandoned my luggage. it should be here shortly!"""
Rant,"""arah nya aku dgn apps mhmobile ni!!! twice i cannot check in for my return flights.. 1st for kk flight.. 2nd is today's. @mas"""
Rant,"""as aus experts you failed 9 months proof now where is the plane you fail again @mas"""
Rant,"""as' dunleavy: ""people are automatically going to say that迓蘝迓蘝夦_淌s still malaysia airlines rebranded, it迓蘝迓蘝夦_淌s still the same malaysia airlines."""""
Rant,"""aybe cameron knows about malaysia i mean ""malaysia airlines"" was the most trended topic of 2014 in the usa. do not lose hope babes _迓太迓绦迓绦"""
Rant,"""aybe the folks at malaysia airlines should just call it a day. 'attelldoo"""
Rant,"""aybe the folks at malaysia airlines should maybe just call it a day with the whole aviation thing."""
Rant,"""aybe wrong planet because the truth to find mh370 is like jumping on to moon consultmystic @mas terms conditions apply"""
Rant,"""embership goons club will be automated activated but maybe it is not a good idea but some people are just hard nuts to crack @mas"""
Rant,"""emo to @airasia - do not follow the @mas playbook for info on be pro-active with families, share info quickly."""
Rant,"""erchant espionage !!!! r.i.p malaysia airlines T_NEG_EMO T_NEG_EMO"""
Rant,"""et some texans today. in our 30 min conversation i learned they are anti-obamacare and told us that malaysia airlines lost another plane"""
Rant,"""h0798 are pilots missing or the plane itself?operational issues-please explain @mas"""
Rant,"""h0798 delayed due to operational issues but no need to inform customer @mas sorry but you should close the company"""
Rant,"""h0798 pilot follows 18 min prior departure @mas wow so early,guess they had a good sleep with malaysia airlines"""
Rant,"""h0798 staff arrives 20 min prior to departure, malaysia airlines @mas great planning"""
Rant,"""h163 stuck at the gate in dubai for 3 hrs and has not taken off. toilets are broken and are not letting the people out. @mas @dubaiairports"""
Rant,"""h18 delayed. from 1200 to 1500 and now 1700 @mas"""
Rant,"""h370 , mh17 , qz8501 . dont think that they are lost because they are malaysia airlines ?"""
Rant,"""h370, mh17, and now, qz8501. tragic, but we still fly regardless. thank you &amp; keep flying @mas and @airasia, we are behind u!"""
Rant,"""illie is a rather playful and vocal cat. she flew in yesterday from via @mas! T_URL"""
Rant,"""issing @airasia plane status showing as unknown. @mas owns @airasia T_URL"""
Rant,"""issing airplane made me think of that malaysia airlines flight that disappeared. did they ever find that?"""
Rant,"""issing malaysia airlines jet: why did not passengers make mobile phone calls?: when hijackers took contro... T_URL y-mp"""
Rant,"""ulti billion question why deception by parties around mh 370 never nev can inmarsat know but consultmystic has the answer @mas woh!"""
Rant,"""uslims do not be hypocritical and say al fatihah mh 370 not found it is lie it can be found read bab consultmystic english @mas"""
Rant,"""ust be a hajj charter flight.. how convenient. @mas T_URL"""
Rant,"""y account has been charged from my mh upgrade that has been accepted from kl - adelaide but i have received no email of confirmation? @mas"""
Rant,"""y brother still stranded at krabi airport since yesterday afternoon. what happened @mas ? this is too much! do something."""
Rant,"""y chances of buying a ticket on @mas and @airasia are slim to none. scary sh*t going down."""
Rant,"""y classmate just texted me and said ""hi, where is malaysia airlines?"" and i thought he was kidding. lol."""
Rant,"""y cousin about malaysia airlines etc (seriously): ""they could just use find my iphone"""""
Rant,"""y dad didnt disappear with malaysia airlines but his bags did"""
Rant,"""y favourite flying experience was and will always be @mas _迓太迓绦夦_濡"""
Rant,"""y goodness malaysia airlines, not again"""
Rant,"""y life is really starting to fly by. i just hope it is not using malaysia airlines."""
Rant,"""y mother is trying to get me to fly malaysia airlines to australia because it is cheap"""
Rant,"""y nephew sleeping on the floor no one from @mas updating them. T_URL"""
Rant,"""y sydney hosts have been fantastic. they have graciously allowed me to stay for 1 more night due to a last minute @mas flight change."""
Rant,"""y very 1st experience with @mas _迓太迓绦迓躺"""
Rant,"""ypov: sorry about the @mas tweet. title was misleading. go to the end of the article now. no jet found. just topography"""
Rant,"""early 2-2 T_URL not funny but malaysia airlines faced with a really sad year T_NEG_EMO"""
Rant,"""eed a holiday? fly return to with @mas from just $698. call 131 600"""
Rant,"""ew years resolution for @mas ,do not lose your planes like they were car keys.."""
Rant,"""ew! malaysia airlines to philippines economy low fares (limited seats, call us and book now!) T_URL"""
Rant,"""ews report confusingly refers to @mas being ""privatised"" - it is a public company, what is really meant is ""delisted from stock exchange"" 2/2"""
Rant,"""iall is on malaysia airlines means they are serving him nasi lemak and satay yep its spicy"""
Rant,"""ice ad @qantas unless you happen to live in @cityofadelaide where you do not even bother to fly. T_URL @mas"""
Rant,"""o any response over my claimed yet.it proves; @mas not genuinely address clients' issues due to its unaccountable &amp; irresponsible behave."""
Rant,"""o chance visitting the mount fuji this time T_NEG_EMO its all because of you @mas"""
Rant,"""o malaysia airlines i do not appreciate your pop ups"""
Rant,"""o matter what happens, i will still fly malaysia airlines, airasia and firefly"""
Rant,"""o more @mas flying for me. u guys need to get it,all the way together. so sad"""
Rant,"""o one wants to fly with malaysia airlines so why am i trying to salvage their image in this paper?"""
Rant,"""o wifi in the lounge in kl and no separate boarding for economy and business class @mas really ?"""
Rant,"""o wonder my brother does not fly @mas"""
Rant,"""ope nothing! @giksongeorge @mona98184 @mas"""
Rant,"""ot a good year for airline crashes. still wondering where is malaysia airlines?"""
Rant,"""ot a very good year for malaysian airlines in general, first malaysia airlines then airasia, my fave budget airline T_NEG_EMO"""
Rant,"""ot been on tweeter in a while. what is cool now? are people still doing malaysia airlines jokes?!"""
Rant,"""ot being funny but i'd never ever catch a flight on air asia or malaysia airlines. no way _迓太夦_淌夦_淘"""
Rant,"""ot for nothing,but it is not a good thing that @mas has so much crash experience to assist with the latest crash"""
Rant,"""ot only do we have to travel 4 hours cause my brother cannot catch his connecting flight because of the delay from heathrow, @mas will not even"""
Rant,"""ot so wise i suppose rt @wisemanphil: we are both pathetic airlines together! let us be friends! @mas @airasia"""
Rant,"""ot that you are flying malaysia airlines anymore, but in case you were considering it: T_URL"""
Rant,"""ot the best christmas present from @mas. arrived in aus on xmas eve to find that they have no idea where my luggage is. good times - not"""
Rant,"""ot to offend malaysian but why does it always happen to malaysia airlines"""
Rant,"""ote @mas ""@neverknownfacts: an indian airline only hires women because they are lighter, so they save up to $500,000 per year in fuel."""""
Rant,"""ow air asia got the same problem before thos year end the way malaysia airlines got one this year"""
Rant,"""ow boarding malaysia airlines flight mh0806 as fuck"""
Rant,"""ow i am beginning to believe in conspiracies malaysia airlines now asian airlines. ..something is really off T_NEG_EMO"""
Rant,"""ow they are going down like a malaysia airlines flight! ffs! pick up your game vipers!!!!"""
Rant,"""ow,see迓蘝迓蘝迓搪@lewisuss: if yall were not busy taking pictures of people's passports maybe your airplanes would not be falling out the sky @mas迓蘝迓蘝迓蘝"""
Rant,"""f the remaining two articles that i opened, one is about malaysia airlines and the other is this one T_URL"""
Rant,"""ff corse for 6 hours and @mas did nothing!! rip (and they are still doing nothing) every day people forget please dont forget"""
Rant,"""ff to australia to play @fallsofficial!!!! @mas can we have an upgrade please??"""
Rant,"""ff to bali ! taking malaysia airlines. again, paid for most of this trip by myself ard 600$ which is迓蘝迓蘝_ T_URL"""
Rant,"""h @mas... you really need to stop making silly little mistakes. my name is not ""azizan"" and you therefore should not address me as such."""
Rant,"""h my @mas airlines facing problem again"""
Rant,"""h no, please, the air asia situation better not turn out like malaysia airlines."""
Rant,"""h poor malaysia airlines. the baggage handler is in a hot soup."""
Rant,"""h, malaysia airlines. first flight m360, then m17. now seemingly the carrier 'jihadi gangster' khaled sharrouf fled australia on."""
Rant,"""h,keep the name. malaysia airlines or malaysian airlines system. either's fine. do not listen to foreigners who suggest mas change it is name"""
Rant,"""k @mas , i just booked a flight to kuala lumpur with you. do not like, you know, get lost or anything."""
Rant,"""k over to you khazanah. emirsyah for @mas!!! better than mueller, knows the culture."""
Rant,"""k so another plane disappears on almost the same route as malaysia airlines... what is going on!?"""
Rant,"""k so there is an air asia plane missing and it is such a similar story to that malaysia airlines one that still has not besn found omg"""
Rant,"""k what the heck is wrong with malaysia airlines"""
Rant,"""kay maybe you should not have comedians talking about 2 malaysia airlines crashing..."""
Rant,"""kay. seriously. where is malaysia airlines flight 370 still? interstellar's worm hole is my guess"""
Rant,"""mfg _迓太迓绦夦_澶_迓太迓绦夦_澶 rt @lewisuss if yall were not busy taking pictures of people's passports maybe your airplanes would not be falling out the sky @mas"""
Rant,"""mg malaysia airlines where is my fuccking luggage"""
Rant,"""mg mom just said some lady was taking malaysia airlines no"""
Rant,"""n @mas mh1 kul-lhr 3 wks ago the bloke sitting next to me on biz class had the displeasure of a very cold attendant serving him."""
Rant,"""n @mas mh2 kul-lhr 3 wks ago the bloke sitting next to me on biz class had the displeasure of a very cold attendant serving him."""
Rant,"""n a malaysia airlines plane. man in front row has removed sandals and is picking at his feet. lady in row 2 is bathing with wet wipes. fml"""
Rant,"""n my travels @cathaypacificus and @mas were great! @americanair were awful, bad service on the ground and in the air."""
Rant,"""n the upside @mas has admitted it could not be arsed sending @smw68's suitcase with him to bkk. due in from kl at 14:00. hopefully."""
Rant,"""n yesterday's @mas flight to dps, they did not even bother to invite passengers with small children to board ahead of the rest."""
Rant,"""ne after another our planes missing.where its going?what happening @mas @airindiain"""
Rant,"""ne error showing up repeatedly said i was on ""standby status"" which was alarming given i'd paid full price for the ticket. @mas"""
Rant,"""ne last tweet before i go. why has the missing @mas lost its momentum ? are we all becoming complacent ? i wonder about humanity"""
Rant,"""perational statistics for @mas is not bad as many concure. the drop around 5% yoy basis is normal. big test is on dec for more detailed."""
Rant,"""uch! @mas rubs followers the wrong way with recent tweet. | T_URL"""
Rant,"""uch! really not well considered tweet from malaysia airlines... T_URL"""
Rant,"""ur tweets will remain meaningless to connivers and cahoots impossible to convince its like trying to jump on the moon @mas bab"""
Rant,"""utgoing @aerlingus ceo christoph mueller will also complete term on tourism ireland board despite moving abroad to run malaysia airlines"""
Rant,"""y...malaysia airlines should have thought this on through - T_URL (via @prdaily)"""
Rant,""".s. it is (which is malaysian) this time, not malaysia airlines... either way, tragic year for malaysia and aviation in general"""
Rant,"""arachute with tracker. maybe 1:162 can be saved. we do not know. @airasia @mas @tonyfernandes @khairykj"""
Rant,"""arents are currently flying to sydney for xmas. i thought the scary bit was they were flying with malaysia airlines T_NEG_EMO"""
Rant,"""arents will not let me leave without my keys and my keys are pulling a malaysia airlines on me where the fuck are you"""
Rant,"""eople should stop flying any carrier own by @mas @airasia @najibrazak @malaysia"""
Rant,"""lease do answer me @mas."""
Rant,"""lease do not change the name of our national airliner, let it just remain as malaysia airline no matter who behind it, best heard. @mas"""
Rant,"""lease do rethink your social media strategy @mas - this is just not matching your good cabin product T_URL"""
Rant,"""lease open a new promotion for us @mas i really want to take flight from mas. puhlis. _迓太迓绦_"""
Rant,"""lease. did you ever got patents for your design? i mean do you even pay royalties to malaysia airlines and tun mahathir? konon."""
Rant,"""lot twist the malaysia airlines disappearance was a huge marketing scheme so they could bring back lost"""
Rant,"""raying to god i do not get a panic attack on the plane tbh because like 8hrs and malaysia airlines"""
Rant,"""re-order is now available for @mrbelzer, @davewayne &amp; george noory's new book about malaysia airlines -- T_URL"""
Rant,"""rev rt. @mas seems deliberately acted like an a-hole. i wonder why."""
Rant,"""ro malaysia: rescuers see bodies and luggage off borneo T_URL @airasia @mas @askairasia @airasiain"""
Rant,"""roblem of malaysia airlines is that they are not organized and their resource work planning is poor @mas why queuing when flying biz?"""
Rant,"""roof me wrong playing with words pr propaganda lies deceptions deceit as if other people's lives are worth pennies and dimes 370 @mas"""
Rant,"""roves why you cant blame a company for whats happening, remember people stop using malaysia airlines cs ""bala doh bala""?"""
Rant,"""ublication level of airasia accident has already reached similar level of malaysia airlines publicity. however less politic involve."""
Rant,"""uick drink - long wait due to flight delay T_NEG_EMO (at @mas golden lounge in sepang, selangor) T_URL"""
Rant,"""uite why @mas would not let me check in for kl &gt; bkk bit is a mystery. mind you their ios app said ""airport check in only"" so small _迓太迓绦迓躺"""
Rant,"""z8501 now still missing this year is a worst incident for malaysia airlines. anywhere, let us pray that we can find the passengers."""
Rant,"""z8501: @tonyfernandes may realise now that it was not prudent to criticize @mas then re mh370. allah is great! @johan_jaaffar @xrockybrux"""
Rant,""" u fucking kidding me malaysia airlines are you telling me my tv does not work that is absolute bullshit fuck never flying mas again"""
